115965957,"[5206, 8291, 4264, 8956, 2825, 3852, 9516, 1421]"
51544071,[9720]
67469321,"[5653, 5689, 4676, 3660, 8546, 7354, 5727, 100, 9835, 5232, 7312, 4245, 9412, 10412, 2079, 5894, 7440, 4370, 6424, 10533, 1863, 12652, 12141, 889, 4247, 9614, 13230, 3544, 989, 11757, 10743, 4602, 508]"
131039248,"[12564, 3628, 3660]"
82804754,"[3598, 9753, 8291, 5232, 5399, 10894, 9363, 12982, 1230, 14079, 5894, 2825, 10533, 6513, 1863]"
135211694,"[5894, 10392, 6344]"
66322454,"[11279, 3988, 5399, 8095, 11552, 2825, 5689, 1083, 675, 1039, 6513, 2933]"
140705815,"[4370, 12328, 2226, 6460, 5623]"
45416453,"[2825, 10894, 9130]"
84934689,"[5894, 1674, 11279, 5653, 12569, 8864, 10523, 12345, 8126, 12863, 1863, 6513, 242, 1396, 14079]"
118390819,"[4097, 10753, 9247, 11296, 11311, 1083, 3431, 4721, 10894, 6512, 4280, 3783, 2255, 5388, 7440, 3381, 2883, 4438, 3942, 874, 5027, 9127, 7103, 8650, 552, 508]"
34963501,[9614]
114939229,"[5894, 10894, 11279, 3472, 5395, 5399, 3099, 8860, 11552, 6512, 10533, 13230, 446, 6344, 5232]"
134185008,"[11241, 10732, 115]"
93945905,"[12855, 5689, 10961, 5894, 2825, 7440, 5503, 3026]"
117014579,"[12294, 12998, 6344, 12512, 4953, 7014, 3544]"
105513020,"[13926, 10894, 6424, 10392, 1723, 9412, 9970, 11537, 1504, 3944, 7549, 12685, 3472, 446]"
33947710,"[11279, 3662, 3784, 13038, 12693, 13244, 6084]"
85018675,[3064]
76841032,[5388]
85393494,[9598]
63340633,"[8854, 6327, 6344]"
127107167,"[5894, 2825, 4370, 7876, 6576, 5689, 437, 6513, 5503]"
8224865,"[11279, 5908, 10392]"
71041123,"[10753, 5399, 5027, 12488, 9820]"
109052005,"[11406, 2029, 9618, 2936]"
111083622,"[10779, 9298, 12940, 9909, 7387, 13590, 1863, 7549, 2953, 3472, 458, 10187]"
140968041,"[9412, 11537, 7549]"
120258671,"[2568, 6669, 5141, 552, 3625, 11327, 4677, 7239, 3673, 9829, 9354, 4245, 6304, 11489, 12536, 3381, 12097, 9559, 5480, 874, 4980, 3000, 10686, 8662, 6648]"
108101748,"[3099, 3654, 1098, 7767, 11991, 3324, 11604, 3925, 13696, 12184, 1456]"
45514873,"[3673, 1121, 9835, 7811, 1421]"
82378875,"[1032, 1556, 12823, 1564, 5689, 6209, 6226, 5717, 10338, 13926, 6255, 9334, 1152, 8877, 2229, 2236, 1726, 9410, 4296, 2786, 3299, 4333, 3321, 13696, 1797, 2825, 4370, 4923, 10567, 11081, 13645, 11604, 8537, 384, 2949, 6296, 10223, 6054, 13213, 4537, 12221, 5065, 9166, 3662, 1509, 11241, 492, 11763, 3064, 3067, 13823]"
142344317,[6349]
25329794,"[8724, 8996, 12758, 732, 2021, 12536, 4464, 13308]"
129007757,"[3628, 10072]"
57081999,"[8270, 5894, 12221, 13288, 3056]"
111378577,"[5550, 2825, 6513]"
130351251,"[10258, 3628, 6226, 5271, 13500, 12488, 11552, 3381, 1483, 508]"
30343324,[9807]
4423839,"[544, 4677, 7239, 3660, 6794, 11406, 4245, 5320, 10431, 12510, 12488, 767, 4864, 3846, 12090, 9541, 2936, 8685, 13230, 438, 3000, 8646, 8649, 6608, 11757, 6648]"
122126498,"[8126, 4464, 4773, 4264, 10431, 6344, 997, 5388, 7440, 3544, 292, 1838, 10049, 10072, 11623, 6000, 12173, 12688, 13807, 12193, 4025, 2513, 11219, 6631]"
135790755,"[5894, 9516, 10894, 9517, 10901, 5399, 12569, 3056, 5027, 10661, 4520, 8365, 13230, 2825, 5689, 12512, 8930, 3945, 5906, 6513]"
73597094,"[6315, 8202, 4112, 2648, 4116, 6689, 552, 5686, 8247, 5689, 1083, 9278, 6209, 2631, 7266, 7767, 13926, 6255, 5232, 9491, 9847, 12479, 446, 10894, 7312, 4250, 675, 9899, 4269, 7454, 1215, 10947, 9412, 5751, 14033, 4830, 14079, 5376, 5894, 2825, 5898, 4370, 11047, 1838, 1843, 5513, 6975, 1863, 12855, 12113, 12626, 9559, 5468, 874, 13165, 12142, 5503, 3975, 905, 5006, 7580, 4276, 6054, 10567, 6060, 436, 8095, 12741, 2513, 7639, 12261, 3852, 10223, 4593, 4179, 9206, 4601, 13823]"
48890026,[11821]
9437355,"[8796, 6256, 4264, 8361, 2730, 3783, 5340, 6936, 11552, 5943, 2901, 6513, 11140, 1421, 6576]"
20545709,"[2313, 12328, 1863, 8662, 231, 6000, 6513, 8179, 6648, 874]"
93618357,"[8744, 6226, 4245, 5271, 4264, 8365, 10431, 10901, 3852, 11537, 9516, 12141, 3472, 10661, 9129, 436, 8661, 10213, 12479]"
135692473,[8291]
58949820,"[10894, 8860, 13515, 2260, 11537, 10533, 4159, 10678, 12744, 5232]"
99778749,"[9224, 13381, 5204, 120, 6267, 3798, 3827, 14079, 5399, 12569, 11552, 8521, 3924, 6513, 1863, 7103, 8665]"
10977473,"[8874, 10112]"
96993474,"[6344, 2883, 6513, 4076]"
56699596,"[108, 5232, 3213, 895, 4370, 5399, 1863, 1385, 5027, 10686, 8650, 2513, 3056]"
73007312,"[11824, 6724, 2204, 11967, 6863, 2825, 4370, 1863, 6513, 3015, 470, 6054]"
55214292,"[5232, 5894, 4370, 5395, 9541, 6576, 8702]"
109347031,"[4676, 6000, 8376, 8892, 1233, 13041]"
32964824,"[8099, 8415, 11618]"
28836058,"[5558, 5186]"
