user_id,item_id
85042335,146189014
124021344,360558907
93130238,67769227
84483427,281962524
65420807,227447828
64519524,116355812
137634898,241791141
49619439,380503158
95699045,316217156
65916987,283951870
43990317,93628535
17471472,100501483
135426325,61068798
53076643,60865169
93651900,19198222
123242164,8786611
116634436,14571135
45116925,87117920
98121857,196643789
134442107,6839372
98006050,63511907
15685363,204775180
124581656,44020613
101675574,245743020
93945905,43238010
102711872,357822048
18576565,384838784
63196351,173591414
13853005,106328289
71147526,317913823
117359772,190927562
136643072,7183548
113407078,311786990
90083915,237989437
49078659,179327110
31024861,281941524
57911004,173278369
37955794,31569743
4904673,311993362
115130400,281229542
131032896,386251440
90851264,66789934
30628618,253869922
106769909,53972016
70042204,91634857
93949903,286518203
10904782,270671944
38645842,180047988
39003640,3695148
38037832,183249362
66260131,49763079
102175750,23687127
119628427,140562952
68656573,183968661
62436178,115905629
57198121,154673121
78915466,234370641
86347757,314841093
96882763,51960968
109750310,57054302
108944739,228289750
25389839,364004454
83367118,68301596
142309360,199054073
99383633,167812456
88493765,214919596
76081459,403620312
57402210,77585209
54285274,314118474
120403020,319159328
99498597,305438451
35012787,391168182
67041167,288041953
142226771,130148618
50541645,243746300
85183437,118840989
6257162,250522791
52865510,19183379
76327598,251870415
125104557,262996778
89792074,221509479
139982892,192284182
29515777,161891814
50006440,308812781
64749127,268165420
121621363,232057059
73758812,393704589
138600983,259300764
11864903,248075796
85489311,160785738
56138898,260268975
132331558,191043134
84580258,81342454
83052376,356866427
72573174,128906451
125170862,37811202
69741180,242525931
137949033,140254299
69994159,388390133
120264261,226832740
85681627,146602068
87384297,164538334
82413658,151651079
121967003,94692119
20022840,9984326
43560698,152338475
68074055,126924517
5259651,142451159
57240687,129400638
125455469,347239051
118982632,124215610
50370611,203867030
2998777,400889944
17463235,56676384
62510288,134456912
140651197,345216939
12329292,275675257
73448027,182228399
76136927,328647054
142147795,276210594
21552019,188672107
109819359,372575596
101712435,364664770
111763897,351193593
17686864,139193146
72249339,92073476
48952506,72805067
43694897,1603161
36173264,14382667
80470667,102626211
138080575,79309041
98057100,234994795
9709807,44485647
17366329,188713084
137618175,262139596
45484103,275901009
133817664,399263215
55678980,230693998
107474719,205324785
142344317,283708184
39450685,72208606
8988329,113713833
26841601,48827984
87692720,239395596
128532381,259615618
83094299,77042140
25400369,47826788
113305289,354468954
14818889,30135419
13789551,167830227
128818870,324009688
122257243,20818420
39949863,63068148
111815859,274638394
71370759,315583107
43393028,178998172
105854400,320454749
115044118,388832185
108500427,339157013
95593269,375230709
88332423,378505512
35203286,96777901
54029651,121094987
61849905,281446143
139133668,1786448
90110473,294973691
115149767,231346775
137683586,100798130
15343106,186677238
90627536,55505657
76928929,246475024
72103375,87633413
12048172,347573734
53706414,387861339
1393423,40844916
38634248,104049917
19860842,117067138
5897540,67579580
32364209,112378246
9711778,349679429
33947710,210084528
108885915,112747982
42560916,164053983
39640802,372511720
38818694,336478448
68807063,60182765
139728754,355169298
87150607,135645459
102974850,16257064
81336794,362915886
303013,295798222
103228540,277204086
10756625,364012188
127009850,90523576
130206172,305673419
116923816,73788455
26202962,196180397
105058907,361530874
48979594,33524739
86295623,285579901
89389805,174246309
136600472,178617021
69673512,281326283
60452360,185500474
14035158,376764603
86499657,21099699
100322225,338206912
98147182,116580314
99778749,181843990
118800259,267882120
62364487,181458107
83284013,181411016
124792007,211290042
74520930,126298206
94825791,11682302
69995353,360526278
97829437,178719369
45914095,382238367
47587432,138248785
18303437,92490892
85741579,138254604
48977926,267570522
98265779,394049360
128825158,46913329
106473961,88324770
115550205,402428435
123025291,355147658
108431897,125361425
114411836,232899049
9343178,108884335
38540226,365227518
33608085,95479652
91146006,390312875
57261890,348971680
50498173,240911988
101998375,295197483
115856064,112817470
8322595,229829564
9249489,221874530
107650965,120141706
127235769,338776361
31608952,79926751
106357437,197775215
56835143,152338475
122588387,4076586
72385171,193526153
81642985,198674678
80943561,348971680
15407004,338560086
92684627,195981801
34295537,400249761
50724712,88500130
130798983,4867651
134622261,140796567
81415350,20304171
65103300,347766515
4829764,373416164
4497869,74141422
55777199,171821407
102165465,323445674
119702401,58436566
18089906,357326478
57888518,241160503
49892434,193961199
142068875,95620109
22626502,33013386
23038853,113307052
87903675,164612406
60420048,86422033
59873804,398983713
103188393,378516793
22886227,154614461
25438961,18592651
128007153,51183519
101135647,185175703
81355882,28382897
115581277,80923408
111603172,309841386
28485598,119249901
57389348,377506934
17380762,196245680
67148812,172762523
123888602,15496020
77631961,401113510
20744134,207266751
122178945,152984478
10349957,94097496
5065225,286634527
111289035,118618308
141074749,61099397
89486777,165736227
73193816,11584271
65080988,229832756
69799403,25019931
29438088,179592002
90113730,173154538
80886503,259440382
3413900,75408672
50322291,324209119
109104663,14292981
19785023,236075256
34933526,199621852
130053469,357272912
85582537,182156445
131517522,231056663
18102896,232842929
11638069,33094896
38279944,302115950
73223346,151681630
50021148,372653321
81221270,275135573
118825889,301804129
3727568,267929782
64425233,368403758
66758277,74273061
24205103,142543903
117748059,93319807
4595356,331164956
10038587,141635299
93974108,262112219
24908868,343468133
72276740,147892304
62365468,103087581
29054420,253211818
7113713,6234348
88860794,288149837
124857404,57144907
130513004,403638564
2617659,188268266
114859130,208796660
2764328,95537337
101954510,154786664
130209770,265359462
84368466,125824249
140968041,98669528
79332658,162801271
82111488,368921038
115100866,103849945
20762185,63616780
117883202,167418209
122721850,42066409
114936167,263374508
129398889,308727969
90841413,160522074
2095294,353515304
95868729,308797346
82357235,21803763
25386840,261985591
14214900,273106281
86925644,286923236
39215700,33678777
4423839,190531555
139264243,152625785
117368135,77264160
81828767,284973426
19409059,9795043
135640510,261128099
56485225,144915523
9603628,29753371
57741871,11763184
116985016,118623105
120671311,148115082
116449081,387255230
108569381,371167450
88017169,215946063
25072444,258872304
52833705,69026525
86923777,280788727
10624647,81740370
83612546,160458521
39304410,314308549
84488670,291070517
122714235,221836665
109926528,177611999
16983698,271980731
37571237,36094564
7615259,3696662
132984253,362616097
64139754,147041417
116225160,362737081
115312970,360230873
40673183,141422123
107789990,9576738
117143651,22484661
101372973,207031458
77465332,360770151
87847652,274575057
6696585,243820669
105568389,21398014
87823047,317070175
29278777,118840989
44445004,88531758
38993814,298485145
23987517,146423422
101732381,349506038
139668332,133598339
69309915,14930797
10989401,379302416
103114172,161279257
69103074,59977783
16691538,15545639
106488619,334023869
11186866,124092057
26024212,79535090
48610424,402682447
26094654,341982506
128669773,101915848
113777396,161303213
20238343,127852574
107058195,283895311
111351366,307779228
49194169,301751526
32131028,239373567
23130068,302108113
68140975,301834974
92993610,92181772
61382316,115693228
120604262,349533680
69636615,19323430
127600731,365165814
132658166,269203133
72313597,204090361
94159832,341573794
124269392,186870441
99861945,217205121
110896346,262203341
85901503,193793214
96394822,70481090
12280231,129253143
124167000,120014699
90093972,384384604
7662848,325327706
138565668,192083665
117549219,368285590
99316679,383845415
123345058,5884056
126858545,214519905
84988197,180301665
68963870,262981528
51544071,333379284
132927997,287657112
10886351,225218670
69871078,104507201
120571369,286041966
38353022,298609056
115971384,381784187
136854904,198400340
62144462,240241090
91223012,101298207
102744952,20741355
35254700,160980502
130637943,383619952
12905449,18610877
73427429,118633287
140767127,155994062
110164603,45904591
98817070,337612422
99775654,295772606
32079800,198225876
59097644,120221560
139749655,78687582
37439539,107650783
140894350,39554096
42509174,309578865
33210604,17275483
13506203,191779036
5264644,267268678
9670219,119279973
104670364,124955504
68413004,399135673
137954444,343098720
13925946,290674865
41405339,63335821
32839619,32662893
102287533,113886357
52132931,378511936
5371256,391183922
96952258,349770970
121013343,234655118
3716598,18610877
3979052,348238387
71152040,321015711
95321594,279665835
127813943,359626642
23793179,328710353
36680928,126129525
71193336,54634355
100140061,261264871
81523664,256543683
96083423,404327808
106126902,121186792
74743129,228512437
103541652,73896236
135413852,394501506
85919704,221888370
88955119,211940679
52331564,261785784
14971169,241927278
14045890,79762051
3586430,377618686
95682482,174360659
9687095,4515655
93212998,229394147
111083622,28128241
121195601,70426009
135116529,247327682
62507458,260972987
91417419,10904757
2229978,57445646
46522251,313123677
99462025,228036769
47385201,81588462
67938240,345902524
109474226,305126376
69584099,311369203
136878893,383672764
126814277,285661238
18760411,234653493
119962907,337940091
23210309,281811615
69309944,250733719
15913934,211869212
67716906,253716148
30867018,192695601
28401599,250092111
137252013,293476821
13045535,46972729
4446899,400448304
37121101,39424712
135012604,61261272
42818311,287361998
12585110,57509352
6866692,303894380
122532985,185338579
16725431,1382859
40261210,28939978
27426697,5241670
20729327,175703983
58866828,151772217
125133592,195355912
130496816,373160847
98016030,155905329
83675321,63299048
61184967,113636174
41994551,40421440
31964089,52096143
76409653,331012235
117764568,398335326
15820382,48341626
117848028,298198881
5938832,123262858
82416448,102649951
41287085,398244609
73490341,359407782
117143145,345890082
102941539,190705062
36312535,323892338
142181977,272097400
108124253,164183649
39081616,285868957
121545499,124075661
33384156,402607850
104410718,133301359
10207907,71150148
36148755,329824408
68991467,315302639
76608886,111788688
64144827,119114
108423858,28338876
42019532,128689008
70194458,157254493
74211088,322526607
95582490,43134506
42557195,93834395
24066696,114160430
5441836,299212923
46896961,247923296
73529547,348102319
83146472,248286526
53616158,205025078
110468225,286581491
136516330,154176461
121624517,362228249
20311539,310093609
85164861,25584157
99411301,213323372
44414889,132568162
70515163,52413685
108949633,206657003
42258413,207787758
2302904,72632359
118142143,2414646
73758350,229700501
89903781,397132858
88583894,277501696
131050580,63039157
87535498,42852082
98530100,79577385
88620925,284885151
123490960,174977437
70378443,71532084
91177870,73627590
67939043,109320422
101982129,41285760
45770445,215920215
66310393,376585299
2072250,38578938
69576159,283253031
97873830,398043693
91309794,19110635
66108640,226269652
82531954,34611647
96851252,142118413
21290911,335014040
124639382,228235168
43725519,286024069
131908191,392329062
69997064,403534011
5096381,191643597
41807643,191300119
6193425,373033398
81798871,99962843
33958537,290811776
51003537,156458019
86494239,61107775
2288846,311108937
57221840,13183223
112754870,8362403
60936059,340226803
133920823,224333063
46229523,87223198
42614082,163043278
8442041,284864670
134212081,142329499
129768388,263171537
34382986,335206980
25992841,178127999
52227384,385300444
83257584,374235261
38307670,167920814
69354039,181902546
26081128,335188051
107537238,299905643
71041123,227506172
24626691,380082474
142332593,108362858
60473530,328572043
34174102,374197846
37476456,135838045
85485962,231380981
25341430,58996335
91450392,90325587
36287818,83584742
138099149,313420902
97485548,351804765
85794200,274037239
2336350,8242574
50059367,125273592
57071628,114006704
45709241,313138294
133135970,245003760
124176738,238247612
90402638,68732408
43580053,272053210
49445501,397546481
140582594,371054616
53964738,58115306
115450037,44951737
1473160,313075845
91529255,338667671
141106107,25181401
50707276,381261926
101759904,140337466
45574405,359699588
117106172,291140291
141030731,59176971
48733433,103896481
93029303,86646285
60563604,176242571
141791496,296203634
69246113,373957421
90909280,276874320
86056995,398656970
104859039,333664968
3699059,355512733
92760184,202423554
58955161,143547411
130300349,8149240
78895114,118840989
90426371,88083806
88101910,205421870
57665274,138348368
134375754,147205954
131475641,294135597
98865756,52812415
50177259,219863646
134002712,214957061
118197087,1332967
121320202,78050212
88988555,50153640
59190735,202188407
21540844,355012693
38850613,245628979
57334064,219687036
15019848,380019259
122440572,398949085
84647259,148998770
22043513,59550191
118911942,92456557
92342149,14136232
87105992,118840989
65663678,200233372
132849059,201669985
69814478,399165539
100212809,395200199
3401723,228129972
82804754,118840989
105267575,253881042
52083718,267452071
72646443,229280209
113662130,55217123
45561576,80172776
70500246,398798579
48925070,258410646
102504471,163496559
21119761,404393494
65185404,217945484
39855465,311934708
123485466,246032321
126501325,376133052
129575184,89706734
81469622,41056095
88257423,372001306
25331864,391574277
130580296,240454143
60995596,169345968
77981288,203363881
56057350,266404579
70537406,299053606
95755843,172320388
10784467,147754479
77508314,41539905
123281154,11903978
3391398,216937321
117157065,190012612
103686064,47980492
88980512,208604069
135676027,321447951
18110679,233985699
13149712,190090155
123013882,2173300
141105686,210816127
63631750,251543920
82483083,316939518
132623466,323732973
36952963,64039541
27515203,11370417
16549573,344683152
104996540,346322977
54682595,5958259
69240146,224457589
21072045,83743881
98965052,148278137
15817558,377732839
63297815,87863745
88481876,334050869
141289984,205675109
43086389,309621472
7324990,280477307
124918111,118663164
39501136,392376062
54344737,46648643
81967588,51880222
100368294,262930633
23238578,167391537
56941256,271110170
7071315,371388443
125300670,106762049
2863265,140563606
85305086,146957349
38088521,365504306
62153331,77750226
15024343,323487059
56514657,289484142
68324780,75665634
78836388,143508975
112887316,219118522
126704657,384067126
52235304,288289566
125532825,120265454
73993569,191065007
71276064,205262733
141848388,7793893
61732051,82515838
53791365,371007203
112124836,66920979
52726145,54295383
31191408,327056957
110374599,363023740
60886488,393742938
135590159,11247092
3873034,36384062
6252398,402460019
6924144,162617442
116418712,174145454
19747904,37449233
102838333,391676190
106239078,193902057
8603119,186030843
111605397,294167986
93883985,307184202
102020621,297208423
132110746,133816129
116082939,62634097
52402505,37673315
100689236,228533090
89634823,97426485
43459861,206530840
71078554,92309250
77802915,134019393
120680358,74683239
29986996,58786571
121637618,314889036
86241219,394828122
129077923,323388291
19095,402994362
17602816,299269601
123968436,46250720
93488442,9469945
5203264,268427277
129538757,72816414
45454313,246977606
99218322,376092945
50751075,403199128
87211285,250676994
28534351,351228716
128519833,212171001
101025770,86739766
128069985,30680188
121265866,392225637
136420024,252139985
19218807,278011260
99693145,156217446
32694337,336546082
110594657,366250994
15350277,302458813
81389039,181612609
55963214,198796080
33974464,48044589
48833599,71132387
107673017,204770556
59703166,312106145
94244962,225759390
40112481,214096714
36577224,377742913
65430299,369875217
30956480,296616918
116372262,283146851
114320730,179109032
1076545,323980699
132977088,276466284
101822806,65038616
106234362,188282472
66899098,77200266
43087695,27688033
142073399,240752920
103238455,12464497
80680135,402811840
72229479,83142488
98430801,376792778
59265528,383463820
7686058,11959402
101960751,129592551
132634718,165067690
24839442,223206856
56546643,175540153
38244553,202108304
96253403,318403010
26649410,215988333
131396587,149807113
74514093,102405745
128379477,350186246
15588377,368337506
9238104,118767494
140334474,172447944
111553769,398725195
123202801,65553220
21008348,48492863
132399713,132235398
30089790,343440114
34471589,297282707
