28549120,"[211993506, 111152971, 56559766, 167582715, 257182532, 254273446, 333913840, 74960664, 201370692, 368690053, 76891711, 232691438, 169478438, 302681214, 392869647, 64172089, 246945806, 319659144, 397381180, 74599799, 384767059, 322161354, 297287915, 48975439, 148047183, 345945568, 247375124, 349351094, 270097278, 112465407, 50333381, 64196766, 194866653, 217179261, 269621442, 335918764, 162047006, 254230340, 73459957, 238333666, 285742322, 309175416, 20290143, 168097642, 307876534, 261478417, 403514302, 338096235]"
29515777,"[71989616, 229177538, 108676474, 100389246, 161891814]"
41138859,"[106310603, 258322501, 62795204]"
43393028,"[41127674, 115789066, 25777904, 258181776, 178998172]"
115965957,"[401629205, 367313615, 223650870, 182627580, 149533886, 57704150, 109187448, 188436584, 239252303, 256508117, 373461899, 254738771, 297585556, 129025143, 25998685, 255722687, 267396786, 23384887, 48113176, 18054799, 198390087, 343342964, 101271325, 134918823, 387257516, 293236086, 106310603, 363337855, 169728552, 101213742, 378425979, 20493035, 244318631, 229500023, 288981640, 266672250, 15112482, 239310752, 299912132, 115747080, 351751721, 18886139, 67696282, 151446961, 248885386, 36555723, 3553987, 50549756]"
71147526,"[310799850, 361902429, 150050968, 18354787, 56620996, 52659327, 387316415, 252014484, 253219399, 85080507, 312312935, 394443484, 149541813, 390374309, 140831174, 317913823]"
51544071,"[98350645, 299702754, 245926439, 355236712, 379709412, 333379284]"
67469321,"[332868074, 310362836, 183448984, 5358588, 327202498, 191720569, 171886392, 213677534]"
35569676,"[71594647, 103222496, 268385989, 154458038, 359186103, 135500986, 73167325, 342143237, 3063230, 285054257, 70174907, 80257366, 227412588, 219244776, 293112396, 57020448]"
56238094,"[396705729, 326066248, 75604987]"
131039248,[54267961]
98796888,"[299836688, 225197771, 188584303, 152338475]"
82804754,"[266694337, 367539300, 26189532, 97071104, 102122561, 122454810, 118840989]"
52080643,"[317707251, 100276972, 32748947, 105138147, 368918646, 312852075]"
8322595,"[118723509, 14779728, 88083806, 312943336, 46667885, 153728220, 175478092, 233072153, 216754253, 245870333, 165380852, 187574292, 209325310, 20427780, 363621631, 403543930, 302955817, 233209421, 95950867, 320013798, 48643688, 249554618, 15277921, 119419665, 363819463, 173701753, 229829564]"
140705815,[243457365]
37439539,[107650783]
133910532,"[75150619, 331520491, 116936460, 331432715, 152741522, 8720215, 193803650, 242521602]"
4931612,"[368106392, 130935064, 256736489, 103030154, 314091692, 255719154, 275497691, 156605741, 378534725, 246738255, 262172785, 3395595, 216318995, 22543931, 393316967, 109333106, 316513401, 72014468, 4026035, 334154470, 160912645, 334898007, 750950, 297496998, 151230901, 23551946, 200102877, 230356478, 137896029, 273691582, 125041420]"
114320730,"[152877000, 179109032]"
115130400,"[321172896, 336181275, 99951, 17407441, 197616198, 368845481, 163366165, 281229542]"
118390819,[173525858]
115843078,"[325242534, 343888744, 385095795]"
34208020,"[72316885, 262752390, 177323033]"
91529255,"[102598079, 119273228, 338667671]"
118112296,"[284695823, 334366805, 207912333, 323542189, 368601922, 187135308, 77714098, 24321399, 324199884, 175184272, 162463505, 200310345, 268169527, 11163611, 371747063, 204726655, 318827395]"
91127849,"[363558023, 386713885, 104670861, 380069033, 225441462, 25296314, 92120537, 361762526, 179617796, 108311473, 34552823, 286954682, 90827774, 401618520, 166257208, 170577817, 189174200, 322303606]"
58917479,"[279957602, 108041208]"
34963501,[38827699]
33267758,[131491767]
22847535,"[325937905, 275877831, 211509708, 72407131, 382413408, 279239494, 292862568, 244222256, 233509915, 188679424, 79808392, 358693871, 233646833]"
93945905,"[355005901, 384938804, 339529102, 43238010]"
103653426,"[93297028, 273813105, 154158593, 133635329, 210511246, 272090992, 308435790]"
101523507,"[205952139, 26448791, 258691342, 65155637, 197298343, 326542794, 210150025, 342021771, 51130549, 253992786, 392712344, 253239535]"
60088374,"[340117740, 44489276, 276591340, 177730689]"
3153929,"[221548755, 284397188]"
118628409,"[165008822, 223842408]"
128107871,"[188732950, 104735174, 96550317, 161418035, 145825174, 87384156]"
105513020,"[238642624, 179935268, 31286251, 184990774, 77958116, 22784690, 65796173, 245751477, 110738512, 376356652, 253946411, 124740129, 205412170, 50760527, 243807678]"
129900605,"[245707026, 336281145, 53396931, 369289911, 51150798, 370982406, 58816434]"
33947710,[210084528]
89205429,[389700456]
3416128,[300737815]
14753857,"[242075461, 125699200, 117255658]"
113360962,"[203984902, 145665841, 101793605, 306064507, 218675016, 299836688, 117541974, 213194780, 225090448, 142570034]"
74162246,"[99367884, 348170988, 131380966, 88083806, 97031436, 2726665, 358946917, 222977858, 381279806, 106600935, 184081436, 92076089, 359878916, 284813468, 9845340, 400412080, 317828240, 399968405, 311243983, 277777984, 390715216, 342263028, 21422775, 227539305, 355904862, 173582204, 374973899, 363819463, 118840989]"
58283357,"[357049176, 142477642, 216175819, 114004396, 337023130, 392613743, 321137331, 189803973, 294030373, 249729560, 159502641, 319834065, 203372615, 401948774, 365157875, 297608239, 137440208, 315583107]"
76841032,"[126837252, 42018328, 341720301, 224868979, 354045111]"
100212809,[395200199]
141084002,"[89092910, 16792009]"
57699238,[155007762]
59236433,"[197038421, 234917768, 224112430, 385767728, 180001093, 194015313, 395127925, 173951318, 115984355, 21182027]"
57499730,[219125910]
50159699,[239693532]
88481876,[334050869]
10936405,[216876964]
85393494,"[325350930, 380929005]"
31576281,"[274469074, 268923335, 106554175, 105990691, 346634349, 359417505, 348170988, 58158333, 106044782]"
73490341,"[24661316, 359407782]"
105767002,"[146958717, 356688687, 117878411, 46667885, 204405378, 125684876, 50358796]"
7192667,"[358782624, 339803600, 238662482, 146280165, 22585894, 236479045, 22656075, 258775135, 280115332, 58966667, 310631086, 254461105, 350121652, 252972237, 35213539, 53125879, 237030666, 398371630, 46576456, 118325136, 275137966, 164606421, 131786712, 216478315, 352231870, 197362654, 161156103, 228181597, 345177688, 306673249, 198539979, 175037265, 111065000, 167922094, 258391032, 175124843, 44673620, 299372631, 90101345, 152293263, 123771812, 297668035, 5061660, 327367756, 272793165, 173963865, 287039508, 67829375, 258390893, 269532862, 179777236, 290254597, 371007837, 204578691, 36894662, 214024647, 41496014, 166459361, 348838370, 165135539, 218857173, 262890403, 26765271, 289603667, 9998418, 208140737, 25736131, 168827470, 384541369, 59549811, 304073002, 223561100, 269663152, 90477520, 88625298, 247989963, 292517776, 35310919, 79577929, 273312954]"
135413852,"[270033649, 280586706, 55057652, 11653085, 10841005, 117735527, 7725991, 394501506]"
86735546,[271361349]
127107167,"[263528516, 250675794, 170133603, 246951943, 44770906]"
8224865,"[382416130, 175365608]"
6185058,"[290747811, 240195624, 381394703]"
71041123,[227506172]
142024804,"[221244804, 221878500, 34929314]"
101097573,"[371767073, 127867275, 115603254, 259734144, 233437948, 21309083]"
111083622,[28128241]
47587432,"[145223558, 85010323, 293683780, 12719050, 139364831, 328589551, 180266494, 216458239, 382871654, 138248785]"
140968041,"[393219940, 56006337, 174967211, 140798552, 98669528]"
87464807,[64570076]
120537106,"[275225558, 150354507, 163038935, 103189666]"
60432494,"[72025060, 47661586]"
44247741,"[120038795, 187817093, 49167998]"
72802416,"[305686633, 37341470, 192804898, 322783817, 318834286, 359130367, 59461821, 268211169, 22095741, 35983095, 188999760]"
60268659,"[150694124, 44436987, 251469368, 143167291]"
